TimeStep,Time,"Points:0","Points:1","Points:2"
1,1.00000e+00,9.46988e-01,1.70663e+00,9.79916e-02
1,1.00000e+00,1.49267e+00,1.71965e+00,1.56474e-03
1,1.00000e+00,1.83350e+00,1.70696e+00,1.39448e-02
1,1.00000e+00,2.39907e+00,1.77876e+00,1.99954e-02
1,1.00000e+00,2.85374e+00,1.79565e+00,9.98106e-02
1,1.00000e+00,3.37637e+00,1.79139e+00,6.65419e-02
1,1.00000e+00,3.83890e+00,1.75909e+00,2.58196e-02
1,1.00000e+00,4.21127e+00,1.71316e+00,4.70596e-02
1,1.00000e+00,4.73641e+00,1.77341e+00,6.93201e-02
1,1.00000e+00,2.63694e-01,1.82369e+00,9.30733e-02
1,1.00000e+00,7.84917e-01,1.81599e+00,6.87637e-02
1,1.00000e+00,1.30110e+00,1.81683e+00,1.77676e-02
1,1.00000e+00,1.61339e+00,1.82544e+00,6.48258e-02
1,1.00000e+00,2.20485e+00,1.89013e+00,9.43929e-02
1,1.00000e+00,2.62156e+00,1.84177e+00,1.97247e-02
1,1.00000e+00,3.16141e+00,1.89203e+00,8.80570e-02
1,1.00000e+00,3.67224e+00,1.84845e+00,8.84290e-02
1,1.00000e+00,4.08745e+00,1.88083e+00,5.87611e-02
1,1.00000e+00,4.54103e+00,1.84906e+00,5.49693e-02
1,1.00000e+00,7.76092e-02,1.99417e+00,7.52897e-02
1,1.00000e+00,5.31064e-01,1.93809e+00,1.65804e-02
1,1.00000e+00,1.04919e+00,1.91305e+00,3.15147e-02
1,1.00000e+00,1.40492e+00,1.93062e+00,5.40618e-02
1,1.00000e+00,1.97526e+00,1.94849e+00,6.51394e-02
1,1.00000e+00,2.44744e+00,1.92640e+00,7.08253e-02
1,1.00000e+00,2.93013e+00,1.90378e+00,4.44974e-02
1,1.00000e+00,3.42734e+00,1.91082e+00,5.85179e-02
1,1.00000e+00,3.80656e+00,1.92813e+00,1.82051e-02
1,1.00000e+00,4.30653e+00,1.94194e+00,8.99345e-02
1,1.00000e+00,4.87104e+00,1.92266e+00,9.06385e-02
1,1.00000e+00,3.46268e-01,2.00992e+00,1.98897e-02
1,1.00000e+00,8.60291e-01,2.04817e+00,1.45772e-03
1,1.00000e+00,1.28515e+00,2.08537e+00,5.49649e-02
1,1.00000e+00,1.76870e+00,2.03794e+00,3.42063e-02
1,1.00000e+00,2.21745e+00,2.01395e+00,6.21055e-02
1,1.00000e+00,2.72551e+00,2.02776e+00,4.42125e-02
1,1.00000e+00,3.22214e+00,2.05691e+00,1.00636e-02
1,1.00000e+00,3.67202e+00,2.09083e+00,8.76400e-02
1,1.00000e+00,4.10089e+00,2.00061e+00,1.31852e-02
