TimeStep,Time,"Points:0","Points:1","Points:2"
1,1.00000e+00,3.79355e+00,4.31763e-01,3.79509e-01
1,1.00000e+00,4.25994e+00,4.15648e-01,3.31313e-01
1,1.00000e+00,4.71663e+00,4.49358e-01,3.00593e-01
1,1.00000e+00,3.22580e-01,5.56063e-01,3.01424e-01
1,1.00000e+00,6.76154e-01,5.34094e-01,3.41629e-01
1,1.00000e+00,1.14690e+00,5.53335e-01,4.00531e-01
1,1.00000e+00,1.66933e+00,5.74673e-01,3.95984e-01
1,1.00000e+00,2.11606e+00,5.14292e-01,3.81584e-01
1,1.00000e+00,2.63322e+00,5.84546e-01,3.18068e-01
1,1.00000e+00,3.03394e+00,5.70270e-01,3.25504e-01
1,1.00000e+00,3.54120e+00,5.82869e-01,3.56863e-01
1,1.00000e+00,4.03050e+00,5.29112e-01,3.23031e-01
1,1.00000e+00,4.53684e+00,5.72223e-01,3.29251e-01
1,1.00000e+00,1.02299e-01,6.54147e-01,3.21195e-01
1,1.00000e+00,4.71893e-01,6.23114e-01,3.11993e-01
1,1.00000e+00,9.69243e-01,6.11575e-01,3.03889e-01
1,1.00000e+00,1.51261e+00,6.19306e-01,3.14174e-01
1,1.00000e+00,1.96903e+00,6.97310e-01,3.76235e-01
1,1.00000e+00,2.41701e+00,6.06375e-01,3.32124e-01
1,1.00000e+00,2.82523e+00,7.00484e-01,3.91436e-01
1,1.00000e+00,3.32607e+00,6.65676e-01,3.06042e-01
1,1.00000e+00,3.85702e+00,6.66794e-01,3.17091e-01
1,1.00000e+00,4.32375e+00,6.71373e-01,3.47270e-01
1,1.00000e+00,4.84311e+00,6.83177e-01,3.86670e-01
1,1.00000e+00,2.74371e-01,7.91204e-01,3.60532e-01
1,1.00000e+00,7.41238e-01,8.01208e-01,3.94658e-01
1,1.00000e+00,1.22903e+00,7.96311e-01,3.99805e-01
1,1.00000e+00,1.75792e+00,7.33458e-01,3.84404e-01
1,1.00000e+00,2.24690e+00,7.20835e-01,3.22229e-01
1,1.00000e+00,2.68698e+00,7.47109e-01,3.45977e-01
1,1.00000e+00,3.15672e+00,7.63783e-01,3.68417e-01
1,1.00000e+00,3.64421e+00,7.65893e-01,3.77570e-01
1,1.00000e+00,4.15784e+00,7.21075e-01,3.13196e-01
1,1.00000e+00,4.61427e+00,7.98305e-01,3.53926e-01
1,1.00000e+00,1.37755e-01,8.56093e-01,3.15697e-01
1,1.00000e+00,5.60708e-01,8.20571e-01,3.85662e-01
1,1.00000e+00,1.09700e+00,8.32749e-01,3.82896e-01
1,1.00000e+00,1.54634e+00,9.02024e-01,3.27586e-01
1,1.00000e+00,2.02344e+00,8.40172e-01,3.58816e-01
1,1.00000e+00,2.47328e+00,8.70516e-01,3.73053e-01
1,1.00000e+00,2.92454e+00,8.52118e-01,3.19710e-01
1,1.00000e+00,3.47593e+00,8.91446e-01,3.98906e-01
1,1.00000e+00,3.93390e+00,8.94239e-01,3.04509e-01
1,1.00000e+00,4.47289e+00,8.99824e-01,3.85035e-01
1,1.00000e+00,4.82543e+00,8.60288e-01,3.10825e-01
1,1.00000e+00,3.76534e-01,1.00801e+00,3.71732e-01
1,1.00000e+00,8.98178e-01,9.40945e-01,3.16162e-01
1,1.00000e+00,1.36643e+00,9.26592e-01,3.52460e-01
1,1.00000e+00,1.89615e+00,9.93930e-01,3.29559e-01
1,1.00000e+00,2.24149e+00,9.49073e-01,4.01444e-01
1,1.00000e+00,2.76784e+00,9.75385e-01,3.85036e-01
1,1.00000e+00,3.25569e+00,9.27313e-01,3.90853e-01
1,1.00000e+00,3.79453e+00,9.73848e-01,3.52109e-01
1,1.00000e+00,4.20765e+00,9.37239e-01,3.08904e-01
1,1.00000e+00,4.66684e+00,9.72548e-01,3.87558e-01
1,1.00000e+00,2.10350e-01,1.08836e+00,3.15159e-01
1,1.00000e+00,7.09900e-01,1.03648e+00,3.70192e-01
1,1.00000e+00,1.18710e+00,1.05004e+00,3.25853e-01
1,1.00000e+00,1.64528e+00,1.09837e+00,3.09654e-01
1,1.00000e+00,2.01415e+00,1.04530e+00,3.88282e-01
1,1.00000e+00,2.51589e+00,1.09149e+00,3.20021e-01
1,1.00000e+00,3.03580e+00,1.00978e+00,3.72962e-01
1,1.00000e+00,3.57459e+00,1.00809e+00,3.09015e-01
1,1.00000e+00,4.07837e+00,1.04073e+00,3.89960e-01
1,1.00000e+00,4.44628e+00,1.00883e+00,3.89344e-01
1,1.00000e+00,4.90353e+00,1.08739e+00,3.16014e-01
1,1.00000e+00,4.34555e-01,1.15544e+00,3.82468e-01
1,1.00000e+00,9.71877e-01,1.13781e+00,3.36593e-01
1,1.00000e+00,1.41480e+00,1.18239e+00,3.45567e-01
1,1.00000e+00,1.89824e+00,1.18357e+00,3.86869e-01
1,1.00000e+00,2.34610e+00,1.10361e+00,3.53425e-01
1,1.00000e+00,2.85959e+00,1.14829e+00,3.57985e-01
1,1.00000e+00,3.34941e+00,1.12120e+00,3.19244e-01
1,1.00000e+00,3.85343e+00,1.12074e+00,3.24299e-01
1,1.00000e+00,4.21927e+00,1.15599e+00,3.50221e-01
1,1.00000e+00,4.71000e+00,1.19121e+00,3.26852e-01
1,1.00000e+00,2.21479e-01,1.30170e+00,3.73604e-01
1,1.00000e+00,7.88443e-01,1.24724e+00,3.32883e-01
1,1.00000e+00,1.24940e+00,1.27230e+00,3.63529e-01
1,1.00000e+00,1.64698e+00,1.24577e+00,3.99861e-01
1,1.00000e+00,2.11641e+00,1.27758e+00,3.17603e-01
1,1.00000e+00,2.69218e+00,1.27338e+00,3.03251e-01
1,1.00000e+00,3.12210e+00,1.22508e+00,3.79299e-01
1,1.00000e+00,3.68618e+00,1.25961e+00,3.94626e-01
1,1.00000e+00,4.03686e+00,1.24428e+00,3.17630e-01
1,1.00000e+00,4.57854e+00,1.20367e+00,3.61556e-01
1,1.00000e+00,3.28291e-02,1.38708e+00,3.27009e-01
1,1.00000e+00,5.98527e-01,1.38580e+00,3.47479e-01
1,1.00000e+00,1.08657e+00,1.35290e+00,3.75468e-01
1,1.00000e+00,1.42348e+00,1.32792e+00,3.48309e-01
1,1.00000e+00,1.92981e+00,1.39077e+00,3.67916e-01
1,1.00000e+00,2.49493e+00,1.30364e+00,3.38615e-01
1,1.00000e+00,2.94955e+00,1.33142e+00,3.50673e-01
1,1.00000e+00,3.44698e+00,1.37579e+00,3.52584e-01
1,1.00000e+00,3.86594e+00,1.37061e+00,3.10330e-01
1,1.00000e+00,4.35056e+00,1.31903e+00,3.27089e-01
1,1.00000e+00,4.84705e+00,1.36309e+00,3.07683e-01
1,1.00000e+00,3.38480e-01,1.46053e+00,3.01935e-01
1,1.00000e+00,8.59826e-01,1.43674e+00,3.78682e-01
1,1.00000e+00,1.28296e+00,1.44113e+00,3.34389e-01
1,1.00000e+00,1.72091e+00,1.41965e+00,3.16176e-01
1,1.00000e+00,2.28543e+00,1.44131e+00,3.68140e-01
1,1.00000e+00,2.78085e+00,1.46506e+00,3.36458e-01
1,1.00000e+00,3.22876e+00,1.48537e+00,3.13278e-01
1,1.00000e+00,3.62909e+00,1.40414e+00,4.00530e-01
1,1.00000e+00,4.10572e+00,1.42155e+00,3.25539e-01
1,1.00000e+00,4.64163e+00,1.45778e+00,3.54340e-01
1,1.00000e+00,1.59759e-01,1.57572e+00,3.09977e-01
1,1.00000e+00,6.51690e-01,1.60049e+00,3.36504e-01
1,1.00000e+00,1.04682e+00,1.51443e+00,3.87453e-01
1,1.00000e+00,1.60011e+00,1.58814e+00,3.08557e-01
1,1.00000e+00,2.09218e+00,1.51445e+00,3.90789e-01
1,1.00000e+00,2.50818e+00,1.56992e+00,3.45797e-01
1,1.00000e+00,3.04602e+00,1.57212e+00,3.49448e-01
1,1.00000e+00,3.43329e+00,1.57263e+00,3.22631e-01
1,1.00000e+00,3.95589e+00,1.55298e+00,3.67497e-01
1,1.00000e+00,4.42310e+00,1.55460e+00,3.36176e-01
1,1.00000e+00,4.90474e+00,1.59155e+00,3.78554e-01
1,1.00000e+00,4.57038e-01,1.69178e+00,3.02271e-01
1,1.00000e+00,8.21815e-01,1.68635e+00,3.48380e-01
1,1.00000e+00,1.35626e+00,1.64795e+00,3.81918e-01
1,1.00000e+00,1.83958e+00,1.62129e+00,3.04142e-01
1,1.00000e+00,2.35380e+00,1.68656e+00,3.32335e-01
1,1.00000e+00,2.81594e+00,1.68913e+00,3.21655e-01
1,1.00000e+00,3.26798e+00,1.63631e+00,3.32480e-01
1,1.00000e+00,3.76945e+00,1.64615e+00,3.29484e-01
1,1.00000e+00,4.29579e+00,1.69805e+00,3.70881e-01
1,1.00000e+00,4.79618e+00,1.65750e+00,3.80148e-01
1,1.00000e+00,2.36186e-01,1.79350e+00,3.37643e-01
1,1.00000e+00,7.03826e-01,1.74449e+00,3.43065e-01
1,1.00000e+00,1.16980e+00,1.74876e+00,3.43633e-01
1,1.00000e+00,1.68885e+00,1.78678e+00,3.32486e-01
1,1.00000e+00,2.17534e+00,1.79065e+00,3.67061e-01
1,1.00000e+00,2.67961e+00,1.71897e+00,3.48032e-01
1,1.00000e+00,3.05342e+00,1.74922e+00,3.04671e-01
1,1.00000e+00,3.52437e+00,1.79824e+00,3.50018e-01
1,1.00000e+00,4.08901e+00,1.74008e+00,3.66737e-01
1,1.00000e+00,4.57161e+00,1.70603e+00,3.79078e-01
1,1.00000e+00,1.55476e-02,1.81126e+00,3.45997e-01
1,1.00000e+00,4.08594e-01,1.85678e+00,3.71697e-01
1,1.00000e+00,9.61206e-01,1.89043e+00,3.49334e-01
1,1.00000e+00,1.43561e+00,1.86627e+00,3.04208e-01
1,1.00000e+00,1.96704e+00,1.81600e+00,3.32155e-01
1,1.00000e+00,2.50149e+00,1.88696e+00,4.01652e-01
1,1.00000e+00,2.80424e+00,1.83546e+00,4.01383e-01
1,1.00000e+00,3.37269e+00,1.86180e+00,3.93632e-01
1,1.00000e+00,3.81417e+00,1.87233e+00,3.72183e-01
1,1.00000e+00,4.31962e+00,1.80043e+00,3.42790e-01
1,1.00000e+00,4.85813e+00,1.87692e+00,3.18793e-01
1,1.00000e+00,2.46052e-01,1.93597e+00,3.71534e-01
1,1.00000e+00,7.28832e-01,1.96036e+00,3.70383e-01
1,1.00000e+00,1.24643e+00,1.98055e+00,3.62122e-01
1,1.00000e+00,1.79098e+00,1.94704e+00,3.27094e-01
1,1.00000e+00,2.20916e+00,1.98656e+00,3.02318e-01
1,1.00000e+00,2.68111e+00,1.99949e+00,3.10777e-01
1,1.00000e+00,3.16376e+00,1.91857e+00,3.61220e-01
1,1.00000e+00,3.67880e+00,1.98237e+00,3.11512e-01
1,1.00000e+00,4.18899e+00,1.96229e+00,3.98180e-01
1,1.00000e+00,4.62858e+00,1.93453e+00,3.74884e-01
1,1.00000e+00,2.26931e-02,2.03123e+00,3.64433e-01
1,1.00000e+00,5.09547e-01,2.04291e+00,3.25023e-01
1,1.00000e+00,1.04061e+00,2.07601e+00,3.50260e-01
1,1.00000e+00,1.57341e+00,2.08406e+00,3.74131e-01
1,1.00000e+00,2.09219e+00,2.07783e+00,3.14241e-01
1,1.00000e+00,2.41939e+00,2.09920e+00,3.88574e-01
1,1.00000e+00,2.95522e+00,2.00563e+00,3.12875e-01
1,1.00000e+00,3.46778e+00,2.09482e+00,3.93029e-01
1,1.00000e+00,3.90247e+00,2.03910e+00,3.92663e-01
1,1.00000e+00,4.40247e+00,2.02858e+00,3.58752e-01
1,1.00000e+00,4.84449e+00,2.09537e+00,3.12603e-01
1,1.00000e+00,3.77877e-01,2.15672e+00,3.42186e-01
1,1.00000e+00,8.92796e-01,2.17428e+00,3.94284e-01
1,1.00000e+00,1.38127e+00,2.14051e+00,3.56909e-01
1,1.00000e+00,1.87379e+00,2.10822e+00,3.78641e-01
1,1.00000e+00,2.27357e+00,2.13560e+00,3.83379e-01
1,1.00000e+00,2.73284e+00,2.15391e+00,3.03925e-01
1,1.00000e+00,3.22085e+00,2.13170e+00,3.78600e-01
1,1.00000e+00,3.79665e+00,2.11613e+00,3.30066e-01
1,1.00000e+00,4.24094e+00,2.15668e+00,3.77985e-01
1,1.00000e+00,4.60062e+00,2.10164e+00,3.20167e-01
1,1.00000e+00,1.50510e-01,2.28944e+00,3.51835e-01
1,1.00000e+00,6.07103e-01,2.21258e+00,3.67940e-01
1,1.00000e+00,1.20585e+00,2.22016e+00,3.39655e-01
1,1.00000e+00,1.61769e+00,2.26827e+00,3.68127e-01
1,1.00000e+00,2.07394e+00,2.23576e+00,3.29464e-01
1,1.00000e+00,2.52278e+00,2.25611e+00,3.97225e-01
1,1.00000e+00,3.06775e+00,2.20020e+00,3.78919e-01
1,1.00000e+00,3.50786e+00,2.28682e+00,3.51908e-01
1,1.00000e+00,4.07854e+00,2.29747e+00,3.76322e-01
1,1.00000e+00,4.47854e+00,2.20880e+00,3.61664e-01
1,1.00000e+00,4.98240e+00,2.28848e+00,3.31405e-01
1,1.00000e+00,4.68810e-01,2.40281e+00,3.34446e-01
1,1.00000e+00,9.22745e-01,2.35282e+00,3.96056e-01
1,1.00000e+00,1.44535e+00,2.37697e+00,3.00890e-01
1,1.00000e+00,1.86191e+00,2.34183e+00,3.25388e-01
1,1.00000e+00,2.40153e+00,2.37652e+00,3.46538e-01
1,1.00000e+00,2.84178e+00,2.34572e+00,3.79914e-01
1,1.00000e+00,3.39171e+00,2.32770e+00,3.01153e-01
1,1.00000e+00,3.88004e+00,2.39316e+00,3.43893e-01
1,1.00000e+00,4.28049e+00,2.31832e+00,3.59717e-01
1,1.00000e+00,4.77305e+00,2.38650e+00,3.76684e-01
1,1.00000e+00,2.74064e-01,2.41365e+00,3.03116e-01
1,1.00000e+00,8.01789e-01,2.44867e+00,3.98493e-01
1,1.00000e+00,1.30099e+00,2.48361e+00,3.76924e-01
1,1.00000e+00,1.68070e+00,2.41053e+00,3.67208e-01
1,1.00000e+00,2.10725e+00,2.49462e+00,3.96711e-01
1,1.00000e+00,2.63618e+00,2.42710e+00,3.08724e-01
1,1.00000e+00,3.10989e+00,2.49951e+00,3.79151e-01
1,1.00000e+00,3.67927e+00,2.47280e+00,3.07599e-01
1,1.00000e+00,4.04380e+00,2.45672e+00,3.83568e-01
1,1.00000e+00,4.56100e+00,2.48908e+00,3.14909e-01
1,1.00000e+00,3.11044e-02,2.57885e+00,3.36450e-01
1,1.00000e+00,5.92476e-01,2.52724e+00,3.09564e-01
1,1.00000e+00,1.01012e+00,2.50669e+00,3.19178e-01
1,1.00000e+00,1.46167e+00,2.54238e+00,3.35864e-01
1,1.00000e+00,1.97199e+00,2.59177e+00,3.06379e-01
1,1.00000e+00,2.45645e+00,2.52990e+00,3.70657e-01
1,1.00000e+00,2.90679e+00,2.53721e+00,3.68582e-01
1,1.00000e+00,3.40360e+00,2.50767e+00,3.72221e-01
1,1.00000e+00,3.81545e+00,2.59263e+00,3.77260e-01
1,1.00000e+00,4.34345e+00,2.58885e+00,3.89578e-01
1,1.00000e+00,4.82904e+00,2.52814e+00,3.32190e-01
1,1.00000e+00,3.18714e-01,2.62062e+00,3.37386e-01
1,1.00000e+00,8.81708e-01,2.60460e+00,3.93824e-01
1,1.00000e+00,1.29031e+00,2.63707e+00,3.90446e-01
1,1.00000e+00,1.78050e+00,2.60321e+00,3.31475e-01
1,1.00000e+00,2.23756e+00,2.69032e+00,4.00560e-01
1,1.00000e+00,2.72571e+00,2.68684e+00,3.76994e-01
1,1.00000e+00,3.28331e+00,2.62043e+00,3.24203e-01
1,1.00000e+00,3.60728e+00,2.62502e+00,3.53972e-01
1,1.00000e+00,4.16183e+00,2.61639e+00,3.39190e-01
1,1.00000e+00,4.62482e+00,2.66752e+00,3.27253e-01
1,1.00000e+00,1.03855e-01,2.73229e+00,3.03651e-01
1,1.00000e+00,6.28273e-01,2.71912e+00,3.79535e-01
1,1.00000e+00,1.07087e+00,2.71034e+00,3.12809e-01
1,1.00000e+00,1.51521e+00,2.78205e+00,3.15224e-01
1,1.00000e+00,2.05204e+00,2.79593e+00,3.83029e-01
1,1.00000e+00,2.56183e+00,2.79368e+00,3.73006e-01
1,1.00000e+00,3.01466e+00,2.73029e+00,3.20275e-01
1,1.00000e+00,3.49740e+00,2.71673e+00,3.25969e-01
1,1.00000e+00,3.97542e+00,2.71666e+00,3.14479e-01
1,1.00000e+00,4.46917e+00,2.77710e+00,3.78316e-01
1,1.00000e+00,4.92568e+00,2.78761e+00,3.45702e-01
1,1.00000e+00,4.49535e-01,2.87056e+00,3.54613e-01
1,1.00000e+00,8.99953e-01,2.86684e+00,3.52737e-01
1,1.00000e+00,1.33678e+00,2.86881e+00,3.89504e-01
1,1.00000e+00,1.86417e+00,2.88356e+00,3.24469e-01
1,1.00000e+00,2.31589e+00,2.89383e+00,3.61600e-01
1,1.00000e+00,2.81655e+00,2.81247e+00,3.68057e-01
1,1.00000e+00,3.25478e+00,2.89686e+00,3.48138e-01
1,1.00000e+00,3.72122e+00,2.82378e+00,3.02436e-01
1,1.00000e+00,4.23294e+00,2.86536e+00,3.81789e-01
1,1.00000e+00,4.76626e+00,2.82867e+00,3.75572e-01
1,1.00000e+00,2.47238e-01,2.93193e+00,3.39397e-01
1,1.00000e+00,6.74687e-01,2.97560e+00,3.88301e-01
1,1.00000e+00,1.14632e+00,2.92865e+00,3.86811e-01
1,1.00000e+00,1.66549e+00,2.91001e+00,3.26123e-01
1,1.00000e+00,2.17908e+00,2.93123e+00,3.70478e-01
1,1.00000e+00,2.62583e+00,2.95501e+00,3.74704e-01
1,1.00000e+00,3.09983e+00,2.98271e+00,3.18020e-01
1,1.00000e+00,3.55377e+00,2.95677e+00,3.07252e-01
1,1.00000e+00,4.00250e+00,2.99306e+00,3.27415e-01
1,1.00000e+00,4.58603e+00,2.91067e+00,3.05071e-01
1,1.00000e+00,8.34387e-02,9.42983e-02,4.62380e-01
1,1.00000e+00,5.01710e-01,1.98438e-02,4.62239e-01
1,1.00000e+00,9.90103e-01,2.36818e-02,4.89993e-01
1,1.00000e+00,1.46240e+00,9.91950e-03,4.25000e-01
1,1.00000e+00,1.98380e+00,3.79569e-02,4.58655e-01
1,1.00000e+00,2.45162e+00,8.92832e-02,4.38472e-01
1,1.00000e+00,2.80978e+00,7.49824e-02,4.46149e-01
1,1.00000e+00,3.31669e+00,2.12999e-02,4.39715e-01
1,1.00000e+00,3.85085e+00,5.81917e-02,4.59608e-01
1,1.00000e+00,4.34127e+00,2.73868e-02,4.83813e-01
1,1.00000e+00,4.86973e+00,7.43765e-02,4.83192e-01
1,1.00000e+00,3.12729e-01,1.41064e-01,4.84539e-01
1,1.00000e+00,7.79638e-01,1.39417e-01,4.36587e-01
1,1.00000e+00,1.25752e+00,2.00810e-01,4.07027e-01
1,1.00000e+00,1.73634e+00,1.22554e-01,4.97893e-01
1,1.00000e+00,2.26848e+00,1.60072e-01,4.79484e-01
1,1.00000e+00,2.63109e+00,1.74218e-01,4.77110e-01
1,1.00000e+00,3.18293e+00,1.88245e-01,4.44771e-01
1,1.00000e+00,3.64871e+00,1.05992e-01,4.57218e-01
1,1.00000e+00,4.17237e+00,1.32451e-01,4.85631e-01
1,1.00000e+00,4.60573e+00,1.99117e-01,4.14748e-01
1,1.00000e+00,9.75256e-02,2.20455e-01,4.63000e-01
1,1.00000e+00,5.40138e-01,2.21178e-01,4.44400e-01
1,1.00000e+00,1.09233e+00,2.73597e-01,4.96108e-01
1,1.00000e+00,1.58575e+00,2.63448e-01,4.66866e-01
1,1.00000e+00,2.01102e+00,2.76294e-01,4.72216e-01
1,1.00000e+00,2.48370e+00,2.94587e-01,4.64161e-01
1,1.00000e+00,2.91762e+00,2.59860e-01,4.06446e-01
1,1.00000e+00,3.48831e+00,2.39821e-01,4.42194e-01
1,1.00000e+00,3.93381e+00,2.20473e-01,4.47749e-01
1,1.00000e+00,4.41134e+00,2.69146e-01,4.14021e-01
1,1.00000e+00,4.88565e+00,2.25880e-01,4.26678e-01
1,1.00000e+00,3.79563e-01,3.35421e-01,4.41045e-01
1,1.00000e+00,8.67927e-01,3.28031e-01,4.89848e-01
1,1.00000e+00,1.31539e+00,3.58589e-01,4.09483e-01
1,1.00000e+00,1.82298e+00,3.86529e-01,4.56495e-01
1,1.00000e+00,2.27307e+00,3.94710e-01,4.28685e-01
1,1.00000e+00,2.73778e+00,4.00473e-01,4.13367e-01
1,1.00000e+00,3.27910e+00,3.52147e-01,4.93198e-01
1,1.00000e+00,3.73084e+00,3.87589e-01,4.47334e-01
1,1.00000e+00,4.28076e+00,3.45543e-01,4.16127e-01
1,1.00000e+00,4.67805e+00,3.12010e-01,4.53232e-01
1,1.00000e+00,1.67471e-01,4.58878e-01,4.67045e-01
1,1.00000e+00,6.31206e-01,4.06416e-01,4.30850e-01
1,1.00000e+00,1.13848e+00,4.36577e-01,4.25696e-01
1,1.00000e+00,1.70364e+00,4.96535e-01,4.02664e-01
1,1.00000e+00,2.06383e+00,4.96236e-01,4.44298e-01
1,1.00000e+00,2.59097e+00,4.93322e-01,4.05031e-01
1,1.00000e+00,3.08111e+00,4.24105e-01,4.54068e-01
1,1.00000e+00,3.51987e+00,4.93297e-01,4.18892e-01
1,1.00000e+00,4.00456e+00,4.27532e-01,4.64170e-01
1,1.00000e+00,4.41051e+00,4.67249e-01,4.03689e-01
1,1.00000e+00,4.97171e+00,4.34592e-01,4.33391e-01
1,1.00000e+00,5.18222e-01,5.46408e-01,4.17808e-01
1,1.00000e+00,9.54087e-01,5.75450e-01,4.55169e-01
1,1.00000e+00,1.43725e+00,5.81892e-01,4.90132e-01
1,1.00000e+00,1.89757e+00,5.03499e-01,4.63072e-01
1,1.00000e+00,2.35031e+00,5.20831e-01,4.36159e-01
1,1.00000e+00,2.87064e+00,5.46956e-01,4.44124e-01
1,1.00000e+00,3.35539e+00,6.00542e-01,4.44936e-01
1,1.00000e+00,3.81095e+00,5.52116e-01,4.35432e-01
1,1.00000e+00,4.21298e+00,5.03519e-01,4.62054e-01
1,1.00000e+00,4.71758e+00,5.62801e-01,4.57760e-01
1,1.00000e+00,3.11662e-01,6.45584e-01,4.98221e-01
1,1.00000e+00,8.02857e-01,6.07584e-01,4.59976e-01
1,1.00000e+00,1.27465e+00,7.00894e-01,4.63408e-01
1,1.00000e+00,1.61723e+00,6.91430e-01,4.78744e-01
1,1.00000e+00,2.12056e+00,6.19933e-01,4.21637e-01
1,1.00000e+00,2.64127e+00,6.33982e-01,4.76518e-01
1,1.00000e+00,3.15356e+00,6.02463e-01,4.07879e-01
1,1.00000e+00,3.62197e+00,6.38076e-01,4.45946e-01
1,1.00000e+00,4.06099e+00,6.54692e-01,4.95757e-01
1,1.00000e+00,4.52237e+00,6.83582e-01,4.44888e-01
1,1.00000e+00,1.05147e-01,7.82236e-01,4.66196e-01
1,1.00000e+00,5.40082e-01,7.67148e-01,4.19121e-01
1,1.00000e+00,1.02353e+00,7.51862e-01,4.84978e-01
1,1.00000e+00,1.45320e+00,7.16303e-01,4.34458e-01
1,1.00000e+00,1.98650e+00,7.14704e-01,4.86818e-01
1,1.00000e+00,2.49512e+00,7.97405e-01,4.30867e-01
1,1.00000e+00,2.92038e+00,7.86523e-01,4.37073e-01
1,1.00000e+00,3.47815e+00,7.75839e-01,4.47151e-01
1,1.00000e+00,3.87758e+00,7.36432e-01,4.40024e-01
1,1.00000e+00,4.32562e+00,7.86669e-01,4.45331e-01
1,1.00000e+00,4.81261e+00,7.22076e-01,4.13586e-01
1,1.00000e+00,3.44286e-01,8.65288e-01,4.51167e-01
1,1.00000e+00,8.88461e-01,8.54675e-01,4.76539e-01
1,1.00000e+00,1.22430e+00,8.22524e-01,4.77093e-01
1,1.00000e+00,1.80580e+00,8.10352e-01,4.08696e-01
1,1.00000e+00,2.27105e+00,8.20061e-01,4.42989e-01
1,1.00000e+00,2.79557e+00,8.59856e-01,4.63463e-01
1,1.00000e+00,3.24584e+00,8.66455e-01,4.04482e-01
1,1.00000e+00,3.62492e+00,8.62768e-01,4.21505e-01
1,1.00000e+00,4.13784e+00,8.24430e-01,4.57224e-01
1,1.00000e+00,4.61037e+00,8.89466e-01,4.79383e-01
1,1.00000e+00,1.52656e-01,9.87115e-01,4.33620e-01
1,1.00000e+00,6.71992e-01,1.00783e+00,4.55946e-01
1,1.00000e+00,1.05034e+00,9.88768e-01,4.54954e-01
1,1.00000e+00,1.60858e+00,9.15581e-01,4.74502e-01
1,1.00000e+00,2.07722e+00,9.70815e-01,4.51009e-01
1,1.00000e+00,2.55505e+00,9.78290e-01,4.51772e-01
1,1.00000e+00,3.01735e+00,9.14889e-01,4.88515e-01
1,1.00000e+00,3.49523e+00,9.92248e-01,4.52778e-01
1,1.00000e+00,3.97800e+00,9.64842e-01,4.85745e-01
1,1.00000e+00,4.45769e+00,9.52228e-01,4.71911e-01
1,1.00000e+00,4.92534e+00,9.13601e-01,4.15840e-01
1,1.00000e+00,4.21539e-01,1.03943e+00,4.18595e-01
1,1.00000e+00,9.13455e-01,1.10658e+00,4.28651e-01
1,1.00000e+00,1.40075e+00,1.10310e+00,4.49873e-01
1,1.00000e+00,1.86468e+00,1.07009e+00,4.46054e-01
1,1.00000e+00,2.34812e+00,1.04607e+00,4.14842e-01
1,1.00000e+00,2.84826e+00,1.07808e+00,4.69951e-01
1,1.00000e+00,3.26917e+00,1.03097e+00,4.23920e-01
1,1.00000e+00,3.73834e+00,1.08268e+00,4.54563e-01
1,1.00000e+00,4.22938e+00,1.06013e+00,4.08649e-01
1,1.00000e+00,4.71843e+00,1.08830e+00,4.95013e-01
1,1.00000e+00,2.23473e-01,1.13259e+00,4.93022e-01
1,1.00000e+00,6.61752e-01,1.14899e+00,4.95731e-01
1,1.00000e+00,1.18268e+00,1.12683e+00,4.64325e-01
1,1.00000e+00,1.70317e+00,1.13999e+00,4.14162e-01
1,1.00000e+00,2.12399e+00,1.12642e+00,4.50431e-01
1,1.00000e+00,2.69169e+00,1.12515e+00,4.26995e-01
1,1.00000e+00,3.09251e+00,1.19113e+00,4.05231e-01
1,1.00000e+00,3.59510e+00,1.17025e+00,4.90097e-01
1,1.00000e+00,4.02776e+00,1.10103e+00,4.07029e-01
1,1.00000e+00,4.51942e+00,1.12683e+00,4.42027e-01
1,1.00000e+00,8.17608e-02,1.27092e+00,4.81288e-01
1,1.00000e+00,4.52296e-01,1.27626e+00,4.26048e-01
1,1.00000e+00,1.00515e+00,1.24283e+00,4.59360e-01
1,1.00000e+00,1.50055e+00,1.23171e+00,4.25171e-01
1,1.00000e+00,1.91676e+00,1.26572e+00,4.50921e-01
1,1.00000e+00,2.48616e+00,1.21318e+00,4.84590e-01
1,1.00000e+00,2.89197e+00,1.27411e+00,4.32422e-01
1,1.00000e+00,3.38783e+00,1.29927e+00,4.70273e-01
1,1.00000e+00,3.87272e+00,1.20637e+00,4.30124e-01
1,1.00000e+00,4.37754e+00,1.30003e+00,4.33151e-01
1,1.00000e+00,4.84420e+00,1.23536e+00,4.77198e-01
1,1.00000e+00,2.31627e-01,1.38719e+00,4.99519e-01
1,1.00000e+00,7.89105e-01,1.36965e+00,4.30269e-01
1,1.00000e+00,1.28734e+00,1.37772e+00,4.32514e-01
1,1.00000e+00,1.76725e+00,1.34087e+00,4.66060e-01
1,1.00000e+00,2.23637e+00,1.31316e+00,4.33917e-01
1,1.00000e+00,2.65780e+00,1.33314e+00,4.63637e-01
1,1.00000e+00,3.12585e+00,1.38900e+00,4.99526e-01
1,1.00000e+00,3.63447e+00,1.38034e+00,4.13144e-01
1,1.00000e+00,4.18705e+00,1.37360e+00,4.65060e-01
1,1.00000e+00,4.61572e+00,1.30805e+00,4.13373e-01
1,1.00000e+00,4.16617e-02,1.48649e+00,4.29133e-01
1,1.00000e+00,5.65246e-01,1.44261e+00,4.69920e-01
